anio,entidad,poblacion,delito_semaforo,incidentes,incidentes_per_10000_hab
2020,Coahuila,3180475,Robo a negocio,987,31.03310040166956
2020,Coahuila,3180475,Robo a vehículo,532,16.727061209410543
2020,Coahuila,3180475,Secuestros,8,0.25153475502872996
2020,Coahuila,3180475,Violación,133,4.181765302352636
2020,Coahuila,3180475,Violencia familiar,9281,291.8117576777054
2021,Coahuila,3213766,Extorsión,36,1.120181120840783
2021,Coahuila,3213766,Feminicidio,22,0.6845551294027008
2021,Coahuila,3213766,Homicidios,137,4.262911487644091
2021,Coahuila,3213766,Lesiones,3835,119.33040551178897
2021,Coahuila,3213766,Narcomenudeo,9724,302.57336719599374
2021,Coahuila,3213766,Robo a casa,2019,62.82349119382058
2021,Coahuila,3213766,Robo a negocio,948,29.49810284880729
2021,Coahuila,3213766,Robo a vehículo,472,14.686819139912489
2021,Coahuila,3213766,Secuestros,3,0.09334842673673192
2021,Coahuila,3213766,Violación,249,7.747919419148749
2021,Coahuila,3213766,Violencia familiar,11772,366.29922651493604
2022,Coahuila,3251937,Extorsión,34,1.0455307098507751
2022,Coahuila,3251937,Feminicidio,24,0.7380216775417235
2022,Coahuila,3251937,Homicidios,128,3.936115613555859
2022,Coahuila,3251937,Lesiones,3962,121.8350786008462
2022,Coahuila,3251937,Narcomenudeo,11032,339.2439644433456
2022,Coahuila,3251937,Robo a casa,1896,58.303712525796165
2022,Coahuila,3251937,Robo a negocio,873,26.845538520580195
2022,Coahuila,3251937,Robo a vehículo,463,14.237668195909084
2022,Coahuila,3251937,Secuestros,4,0.1230036129236206
2022,Coahuila,3251937,Violación,181,5.565913484793832
2022,Coahuila,3251937,Violencia familiar,12718,391.0899872906517
2023,Coahuila,3295384,Extorsión,27,0.8193278840948429
2023,Coahuila,3295384,Feminicidio,9,0.273109294698281
2023,Coahuila,3295384,Homicidios,103,3.1255841504358823
2023,Coahuila,3295384,Lesiones,3589,108.90991763023672
2023,Coahuila,3295384,Narcomenudeo,7878,239.06166929256196
2023,Coahuila,3295384,Robo a casa,1454,44.12232383236673
2023,Coahuila,3295384,Robo a negocio,584,17.721758678199567
2023,Coahuila,3295384,Robo a vehículo,325,9.862280086326814
2023,Coahuila,3295384,Secuestros,3,0.09103643156609366
2023,Coahuila,3295384,Violación,82,2.4883291294732266
2023,Coahuila,3295384,Violencia familiar,10699,324.6662604418787
2015,Colima,721319,Extorsión,14,1.9408888439095602
2015,Colima,721319,Feminicidio,5,0.6931745871105572
2015,Colima,721319,Homicidios,162,22.458856622382054
2015,Colima,721319,Lesiones,257,35.62917377748264
2015,Colima,721319,Narcomenudeo,493,68.34701428910094
2015,Colima,721319,Robo a casa,1321,183.1367259146092
2015,Colima,721319,Robo a negocio,167,23.15203120949261
2015,Colima,721319,Robo a vehículo,924,128.09866369803098
2015,Colima,721319,Secuestros,5,0.6931745871105572
2015,Colima,721319,Violación,24,3.3272380181306747
2015,Colima,721319,Violencia familiar,549,76.11056966473917
2016,Colima,726601,Extorsión,67,9.221016761606439
2016,Colima,726601,Feminicidio,22,3.027796548587189
2016,Colima,726601,Homicidios,502,69.08881215412586
2016,Colima,726601,Lesiones,329,45.27932111296296
2016,Colima,726601,Narcomenudeo,527,72.52949005024766
2016,Colima,726601,Robo a casa,2871,395.12744959062815
2016,Colima,726601,Robo a negocio,826,113.67999768786446
2016,Colima,726601,Robo a vehículo,1516,208.6427076208263
2016,Colima,726601,Secuestros,4,0.5505084633794889
2016,Colima,726601,Violación,109,15.001355627091073
2016,Colima,726601,Violencia familiar,582,80.09898142171564
2017,Colima,730369,Extorsión,16,2.1906734814867552
2017,Colima,730369,Feminicidio,4,0.5476683703716888
2017,Colima,730369,Homicidios,698,95.5681306298597
2017,Colima,730369,Lesiones,1287,176.2122981670909
2017,Colima,730369,Narcomenudeo,939,128.56514994475395
2017,Colima,730369,Robo a casa,2328,318.7429915563229
2017,Colima,730369,Robo a negocio,885,121.17162694473615
2017,Colima,730369,Robo a vehículo,1609,220.29960198201184
2017,Colima,730369,Secuestros,4,0.5476683703716888
2017,Colima,730369,Violación,103,14.102460537070987
2017,Colima,730369,Violencia familiar,2299,314.77239587112814
2018,Colima,734455,Extorsión,55,7.488545928613734
2018,Colima,734455,Feminicidio,12,1.6338645662429965
2018,Colima,734455,Homicidios,617,84.00786978099407
2018,Colima,734455,Lesiones,1217,165.70109809314388
2018,Colima,734455,Narcomenudeo,1148,156.30637683724666
2018,Colima,734455,Robo a casa,2370,322.6882518329918
2018,Colima,734455,Robo a negocio,800,108.92430441619976
2018,Colima,734455,Robo a vehículo,1272,173.18964402175763
2018,Colima,734455,Secuestros,17,2.314641468844245
2018,Colima,734455,Violación,94,12.798605768903473
2018,Colima,734455,Violencia familiar,2453,333.98914841617255
2019,Colima,738918,Extorsión,74,10.014643032109111
2019,Colima,738918,Feminicidio,10,1.353330139474204
2019,Colima,738918,Homicidios,661,89.4551222192449
2019,Colima,738918,Lesiones,1262,170.79026360164457
2019,Colima,738918,Narcomenudeo,1699,229.9307906966673
2019,Colima,738918,Robo a casa,2184,295.5673024611662
2019,Colima,738918,Robo a negocio,817,110.56707239504249
2019,Colima,738918,Robo a vehículo,1239,167.6776042808539
2019,Colima,738918,Secuestros,18,2.4359942510535677
2019,Colima,738918,Violación,121,16.375294687637872
2019,Colima,738918,Violencia familiar,3226,436.5843029943783
2020,Colima,743232,Extorsión,98,13.185654008438819
2020,Colima,743232,Feminicidio,7,0.9418324291742013
2020,Colima,743232,Homicidios,544,73.19383449582365
2020,Colima,743232,Lesiones,1152,154.99870834409714
2020,Colima,743232,Narcomenudeo,1201,161.59153534831654
2020,Colima,743232,Robo a casa,1791,240.97455437871352
2020,Colima,743232,Robo a negocio,744,100.1033324722294
2020,Colima,743232,Robo a vehículo,1010,135.89296478084904
2020,Colima,743232,Secuestros,7,0.9418324291742013
2020,Colima,743232,Violación,145,19.50938603289417
2020,Colima,743232,Violencia familiar,4338,583.6670111082408
2021,Colima,747002,Extorsión,93,12.449765864080685
2021,Colima,747002,Feminicidio,4,0.5354738006056209
2021,Colima,747002,Homicidios,474,63.45364537176607
2021,Colima,747002,Lesiones,1157,154.88579682517585
2021,Colima,747002,Narcomenudeo,1420,190.0931992149954
2021,Colima,747002,Robo a casa,1734,232.12789256253666
2021,Colima,747002,Robo a negocio,882,118.07197303353941
2021,Colima,747002,Robo a vehículo,1282,171.61935309410148
2021,Colima,747002,Secuestros,7,0.9370791510598365
2021,Colima,747002,Violación,200,26.773690030281042
2021,Colima,747002,Violencia familiar,4258,570.0118607446834
2022,Colima,749616,Extorsión,142,18.943032165802226
2022,Colima,749616,Feminicidio,18,2.4012294294678878
2022,Colima,749616,Homicidios,738,98.45040660818339
2022,Colima,749616,Lesiones,1134,151.27745405647693
2022,Colima,749616,Narcomenudeo,1965,262.13421271691107
2022,Colima,749616,Robo a casa,1411,188.2297069432883
2022,Colima,749616,Robo a negocio,843,112.4575782800794
2022,Colima,749616,Robo a vehículo,1044,139.27130690913748
2022,Colima,749616,Secuestros,7,0.9338114447930674
2022,Colima,749616,Violación,170,22.678277944974493
2022,Colima,749616,Violencia familiar,4405,587.6342020447803
2023,Colima,754866,Extorsión,112,14.837070420445484
2023,Colima,754866,Feminicidio,15,1.9871076455953771
2023,Colima,754866,Homicidios,650,86.10799797579968
2023,Colima,754866,Lesiones,965,127.8372585333026
2023,Colima,754866,Narcomenudeo,1971,261.10594463123255
2023,Colima,754866,Robo a casa,814,107.83370823430914
2023,Colima,754866,Robo a negocio,683,90.47963479610951
2023,Colima,754866,Robo a vehículo,761,100.81259455320547
2023,Colima,754866,Secuestros,5,0.662369215198459
2023,Colima,754866,Violación,151,20.003550298993463
2023,Colima,754866,Violencia familiar,3470,459.6842353477306
2015,Durango,1783176,Extorsión,62,3.476942264812896
2015,Durango,1783176,Feminicidio,2,0.11215942789719018
2015,Durango,1783176,Homicidios,236,13.23481249186844
2015,Durango,1783176,Lesiones,2794,156.68672077237468
2015,Durango,1783176,Narcomenudeo,314,17.60903017985886
2015,Durango,1783176,Robo a casa,2671,149.78891595669748
2015,Durango,1783176,Robo a negocio,1181,66.2301421732908
2015,Durango,1783176,Robo a vehículo,1554,87.14787547611677
2015,Durango,1783176,Secuestros,6,0.33647828369157057
2015,Durango,1783176,Violación,188,10.542986222335877
2015,Durango,1783176,Violencia familiar,3521,197.4566728130033
2016,Durango,1799888,Extorsión,49,2.7223916154782963
2016,Durango,1799888,Feminicidio,2,0.11111802512156312
2016,Durango,1799888,Homicidios,236,13.111926964344448
2016,Durango,1799888,Lesiones,3277,182.06688416168117
2016,Durango,1799888,Narcomenudeo,610,33.89099766207675
2016,Durango,1799888,Robo a casa,2811,156.17638430835697
2016,Durango,1799888,Robo a negocio,1023,56.83686984967954
2016,Durango,1799888,Robo a vehículo,1156,64.22621852026349
2016,Durango,1799888,Secuestros,11,0.6111491381685972
2016,Durango,1799888,Violación,171,9.500591147893648
2016,Durango,1799888,Violencia familiar,5272,292.9071142204404
2017,Durango,1813420,Extorsión,72,3.9703984736023648
2017,Durango,1813420,Feminicidio,9,0.4962998092002956
2017,Durango,1813420,Homicidios,216,11.911195420807093
2017,Durango,1813420,Lesiones,3372,185.9469951803774
2017,Durango,1813420,Narcomenudeo,788,43.4538055166481
2017,Durango,1813420,Robo a casa,3319,183.02434074842012
2017,Durango,1813420,Robo a negocio,1530,84.37096756405025
2017,Durango,1813420,Robo a vehículo,1314,72.45977214324316
2017,Durango,1813420,Secuestros,15,0.8271663486671593
2017,Durango,1813420,Violación,181,9.981140607250389
2017,Durango,1813420,Violencia familiar,5196,286.530423178304
2018,Durango,1826835,Extorsión,74,4.050721603209923
2018,Durango,1826835,Feminicidio,4,0.2189579244978337
2018,Durango,1826835,Homicidios,180,9.853106602402516
2018,Durango,1826835,Lesiones,2533,138.65510568825317
2018,Durango,1826835,Narcomenudeo,1079,59.06390013329064
2018,Durango,1826835,Robo a casa,3121,170.84192058943472
2018,Durango,1826835,Robo a negocio,1533,83.91562456379476
2018,Durango,1826835,Robo a vehículo,1149,62.895663812002724
2018,Durango,1826835,Secuestros,6,0.32843688674675053
2018,Durango,1826835,Violación,177,9.68888815902914
2018,Durango,1826835,Violencia familiar,5595,306.26739689134484
2019,Durango,1840090,Extorsión,114,6.19534914053117
2019,Durango,1840090,Feminicidio,10,0.5434516789939623
2019,Durango,1840090,Homicidios,150,8.151775184909434
2019,Durango,1840090,Lesiones,2090,113.58140090973811
2019,Durango,1840090,Narcomenudeo,893,48.53023493416083
2019,Durango,1840090,Robo a casa,3144,170.86120787570172
2019,Durango,1840090,Robo a negocio,1688,91.73464341418082
2019,Durango,1840090,Robo a vehículo,958,52.06267084762158
2019,Durango,1840090,Secuestros,1,0.054345167899396224
2019,Durango,1840090,Violación,260,14.129743653843018
2019,Durango,1840090,Violencia familiar,6320,343.46146112418415
2020,Durango,1852456,Extorsión,101,5.452221267333745
2020,Durango,1852456,Feminicidio,12,0.6477886654257915
2020,Durango,1852456,Homicidios,143,7.719481596324015
2020,Durango,1852456,Lesiones,1856,100.19131358585575
2020,Durango,1852456,Narcomenudeo,746,40.27086203397004
2020,Durango,1852456,Robo a casa,2862,154.49759670405126
2020,Durango,1852456,Robo a negocio,1114,60.136381107027645
2020,Durango,1852456,Robo a vehículo,1019,55.008054172406794
2020,Durango,1852456,Secuestros,1,0.05398238878548262
2020,Durango,1852456,Violación,240,12.95577330851583
2020,Durango,1852456,Violencia familiar,5219,281.7340870714338
2021,Durango,1863847,Extorsión,96,5.150637364547626
2021,Durango,1863847,Feminicidio,10,0.5365247254737111
2021,Durango,1863847,Homicidios,128,6.867516486063502
2021,Durango,1863847,Lesiones,2581,138.47703164476482
2021,Durango,1863847,Narcomenudeo,955,51.23811128273941
2021,Durango,1863847,Robo a casa,2280,122.32763740800613
2021,Durango,1863847,Robo a negocio,960,51.506373645476266
2021,Durango,1863847,Robo a vehículo,948,50.86254397490781
2021,Durango,1863847,Secuestros,0,0.0
2021,Durango,1863847,Violación,337,18.080883248464065
2021,Durango,1863847,Violencia familiar,5531,296.7518256595096
2022,Durango,1876495,Extorsión,65,3.4639047799221423
2022,Durango,1876495,Feminicidio,18,0.9592351698245932
2022,Durango,1876495,Homicidios,115,6.12844691832379
2022,Durango,1876495,Lesiones,2499,133.17381607731434
2022,Durango,1876495,Narcomenudeo,831,44.284690340235386
2022,Durango,1876495,Robo a casa,1761,93.84517411450604
2022,Durango,1876495,Robo a negocio,1175,62.616740252438724
2022,Durango,1876495,Robo a vehículo,812,43.27216432764276
2022,Durango,1876495,Secuestros,1,0.053290842768032955
2022,Durango,1876495,Violación,310,16.520161258090216
2022,Durango,1876495,Violencia familiar,5079,270.6641904188394
2023,Durango,1892074,Extorsión,36,1.9026739968944133
2023,Durango,1892074,Feminicidio,6,0.31711233281573553
2023,Durango,1892074,Homicidios,70,3.699643882850248
2023,Durango,1892074,Lesiones,1844,97.45919028536939
2023,Durango,1892074,Narcomenudeo,769,40.643230655883436
2023,Durango,1892074,Robo a casa,729,38.529148437111864
2023,Durango,1892074,Robo a negocio,522,27.58877295496899
2023,Durango,1892074,Robo a vehículo,596,31.499825059696395
2023,Durango,1892074,Secuestros,0,0.0
2023,Durango,1892074,Violación,245,12.948753589975867
2023,Durango,1892074,Violencia familiar,4298,227.15813440700524
2015,Guanajuato,5954984,Extorsión,8,0.13434125095886068
2015,Guanajuato,5954984,Feminicidio,16,0.26868250191772136
2015,Guanajuato,5954984,Homicidios,863,14.492062447187095
2015,Guanajuato,5954984,Lesiones,10639,178.65707111891484
2015,Guanajuato,5954984,Narcomenudeo,3060,51.38552849176421
2015,Guanajuato,5954984,Robo a casa,4411,74.0724072474418
2015,Guanajuato,5954984,Robo a negocio,5043,84.6853660731918
2015,Guanajuato,5954984,Robo a vehículo,5457,91.63752581031284
2015,Guanajuato,5954984,Secuestros,8,0.13434125095886068
2015,Guanajuato,5954984,Violación,672,11.284665080544297
2015,Guanajuato,5954984,Violencia familiar,10298,172.9307752967934
2016,Guanajuato,6015081,Extorsión,4,0.06649952012283791
2016,Guanajuato,6015081,Feminicidio,14,0.2327483204299327
2016,Guanajuato,6015081,Homicidios,947,15.743761389081875
2016,Guanajuato,6015081,Lesiones,10746,178.65096081000405
2016,Guanajuato,6015081,Narcomenudeo,3684,61.24605803313372
2016,Guanajuato,6015081,Robo a casa,3998,66.4662703627765
2016,Guanajuato,6015081,Robo a negocio,5527,91.88571192973129
2016,Guanajuato,6015081,Robo a vehículo,5326,88.54411104355869
2016,Guanajuato,6015081,Secuestros,8,0.13299904024567583
2016,Guanajuato,6015081,Violación,421,6.99907449292869
2016,Guanajuato,6015081,Violencia familiar,11133,185.0847893818886
2017,Guanajuato,6069935,Extorsión,4,0.0658985639879175
2017,Guanajuato,6069935,Feminicidio,12,0.1976956919637525
2017,Guanajuato,6069935,Homicidios,1084,17.858510840725643
2017,Guanajuato,6069935,Lesiones,11787,194.1865934313959
2017,Guanajuato,6069935,Narcomenudeo,6567,108.18896742716355
2017,Guanajuato,6069935,Robo a casa,3355,55.2724205448658
2017,Guanajuato,6069935,Robo a negocio,5689,93.72423263181567
2017,Guanajuato,6069935,Robo a vehículo,4944,81.45062508906602
2017,Guanajuato,6069935,Secuestros,4,0.0658985639879175
2017,Guanajuato,6069935,Violación,326,5.370732965015276
2017,Guanajuato,6069935,Violencia familiar,11253,185.3891351390089
2018,Guanajuato,6127632,Extorsión,13,0.2121537324695739
2018,Guanajuato,6127632,Feminicidio,21,0.3427098755277732
2018,Guanajuato,6127632,Homicidios,2609,42.577622154855256
2018,Guanajuato,6127632,Lesiones,13678,223.2183655937563
2018,Guanajuato,6127632,Narcomenudeo,8739,142.6162667732005
2018,Guanajuato,6127632,Robo a casa,2847,46.46166741083668
2018,Guanajuato,6127632,Robo a negocio,7099,115.85225744626962
2018,Guanajuato,6127632,Robo a vehículo,4150,67.7259992114409
2018,Guanajuato,6127632,Secuestros,4,0.06527807152909966
2018,Guanajuato,6127632,Violación,570,9.302125192896701
2018,Guanajuato,6127632,Violencia familiar,10356,169.00492718883902
2019,Guanajuato,6185948,Extorsión,18,0.29098207744390997
2019,Guanajuato,6185948,Feminicidio,18,0.29098207744390997
2019,Guanajuato,6185948,Homicidios,2775,44.85973693926945
2019,Guanajuato,6185948,Lesiones,14500,234.4022290520386
2019,Guanajuato,6185948,Narcomenudeo,9440,152.60393394836169
2019,Guanajuato,6185948,Robo a casa,4858,78.53282956791747
2019,Guanajuato,6185948,Robo a negocio,7297,117.96090106156728
2019,Guanajuato,6185948,Robo a vehículo,4538,73.35981485780353
2019,Guanajuato,6185948,Secuestros,10,0.1616567096910611
2019,Guanajuato,6185948,Violación,650,10.507686129918971
2019,Guanajuato,6185948,Violencia familiar,11142,180.11790593778028
2020,Guanajuato,6243033,Extorsión,17,0.27230354220456626
2020,Guanajuato,6243033,Feminicidio,19,0.3043392530521623
2020,Guanajuato,6243033,Homicidios,3359,53.80397636853753
2020,Guanajuato,6243033,Lesiones,11127,178.23067730060052
2020,Guanajuato,6243033,Narcomenudeo,14932,239.17861718815197
2020,Guanajuato,6243033,Robo a casa,4192,67.14684993656128
2020,Guanajuato,6243033,Robo a negocio,6299,100.8964713145037
2020,Guanajuato,6243033,Robo a vehículo,4285,68.6365104909745
2020,Guanajuato,6243033,Secuestros,14,0.22424997593317222
2020,Guanajuato,6243033,Violación,527,8.441409808341554
2020,Guanajuato,6243033,Violencia familiar,10035,160.7391791778131
2021,Guanajuato,6288553,Extorsión,291,4.627455632480159
2021,Guanajuato,6288553,Feminicidio,30,0.4770572816989854
2021,Guanajuato,6288553,Homicidios,2823,44.89109020787453
2021,Guanajuato,6288553,Lesiones,12460,198.13779099897863
2021,Guanajuato,6288553,Narcomenudeo,23976,381.2641795338292
2021,Guanajuato,6288553,Robo a casa,4375,69.57085358110204
2021,Guanajuato,6288553,Robo a negocio,4199,66.772117528468
2021,Guanajuato,6288553,Robo a vehículo,3636,57.81934254191704
2021,Guanajuato,6288553,Secuestros,11,0.174921003289628
2021,Guanajuato,6288553,Violación,818,13.007761880992337
2021,Guanajuato,6288553,Violencia familiar,11624,184.8437947489669
2022,Guanajuato,6329373,Extorsión,523,8.263061759829924
2022,Guanajuato,6329373,Feminicidio,21,0.3317864186547388
2022,Guanajuato,6329373,Homicidios,2634,41.61549651126581
2022,Guanajuato,6329373,Lesiones,13604,214.93440187519363
2022,Guanajuato,6329373,Narcomenudeo,22359,353.25773974768117
2022,Guanajuato,6329373,Robo a casa,4159,65.70951024690756
2022,Guanajuato,6329373,Robo a negocio,4168,65.85170442633101
2022,Guanajuato,6329373,Robo a vehículo,3843,60.716914613817195
2022,Guanajuato,6329373,Secuestros,9,0.1421941794234595
2022,Guanajuato,6329373,Violación,863,13.634841871382838
2022,Guanajuato,6329373,Violencia familiar,13724,216.83032426750643
2023,Guanajuato,6392255,Extorsión,664,10.387570583463894
2023,Guanajuato,6392255,Feminicidio,19,0.29723470043044276
2023,Guanajuato,6392255,Homicidios,2217,34.68259636075219
2023,Guanajuato,6392255,Lesiones,12451,194.78259237154964
2023,Guanajuato,6392255,Narcomenudeo,16431,257.0454401459266
2023,Guanajuato,6392255,Robo a casa,3002,46.96308266800996
2023,Guanajuato,6392255,Robo a negocio,3101,48.51183189656858
2023,Guanajuato,6392255,Robo a vehículo,3176,49.685126766688754
2023,Guanajuato,6392255,Secuestros,4,0.062575726406409
2023,Guanajuato,6392255,Violación,731,11.435714000771245
2023,Guanajuato,6392255,Violencia familiar,12646,197.83315903386207
2015,Guerrero,3618325,Extorsión,144,3.9797420076969314
2015,Guerrero,3618325,Feminicidio,1,0.027637097275673136
2015,Guerrero,3618325,Homicidios,2016,55.71638810775704
2015,Guerrero,3618325,Lesiones,2794,77.21804978823074
2015,Guerrero,3618325,Narcomenudeo,349,9.645346949209925
2015,Guerrero,3618325,Robo a casa,721,19.92634713576033
2015,Guerrero,3618325,Robo a negocio,1066,29.461145695867565
2015,Guerrero,3618325,Robo a vehículo,4290,118.56314731263775
2015,Guerrero,3618325,Secuestros,81,2.238604879329524
2015,Guerrero,3618325,Violación,252,6.96454851346963
2015,Guerrero,3618325,Violencia familiar,2022,55.88221069141108
2016,Guerrero,3623057,Extorsión,199,5.492599205587989
2016,Guerrero,3623057,Feminicidio,21,0.5796210216952148
2016,Guerrero,3623057,Homicidios,2213,61.0810152862624
2016,Guerrero,3623057,Lesiones,2971,82.00257406935634
2016,Guerrero,3623057,Narcomenudeo,416,11.482016429771875
2016,Guerrero,3623057,Robo a casa,530,14.628530547545898
2016,Guerrero,3623057,Robo a negocio,936,25.834536966986718
2016,Guerrero,3623057,Robo a vehículo,4352,120.119556496075
2016,Guerrero,3623057,Secuestros,72,1.9872720743835937
2016,Guerrero,3623057,Violación,189,5.216589195256933
2016,Guerrero,3623057,Violencia familiar,2183,60.25298525526924
2017,Guerrero,3618926,Extorsión,175,4.835688820384832
2017,Guerrero,3618926,Feminicidio,21,0.5802826584461799
2017,Guerrero,3618926,Homicidios,2310,63.83109242907979
2017,Guerrero,3618926,Lesiones,2771,76.5696784073507
2017,Guerrero,3618926,Narcomenudeo,381,10.527985374666407
2017,Guerrero,3618926,Robo a casa,449,12.406995887730227
2017,Guerrero,3618926,Robo a negocio,1124,31.058938480643153
2017,Guerrero,3618926,Robo a vehículo,4653,128.57405760714644
2017,Guerrero,3618926,Secuestros,69,1.9066430206088767
2017,Guerrero,3618926,Violación,188,5.1949114184705625
2017,Guerrero,3618926,Violencia familiar,2696,74.49724034147148
2018,Guerrero,3613987,Extorsión,202,5.589394759859402
2018,Guerrero,3613987,Feminicidio,33,0.9131189459176251
2018,Guerrero,3613987,Homicidios,2222,61.48334235845342
2018,Guerrero,3613987,Lesiones,2483,68.70528311252919
2018,Guerrero,3613987,Narcomenudeo,281,7.775346175844019
2018,Guerrero,3613987,Robo a casa,362,10.016638134005463
2018,Guerrero,3613987,Robo a negocio,938,25.95471428093128
2018,Guerrero,3613987,Robo a vehículo,4055,112.20294926351423
2018,Guerrero,3613987,Secuestros,57,1.5772054520395342
2018,Guerrero,3613987,Violación,196,5.423373133328925
2018,Guerrero,3613987,Violencia familiar,2834,78.4175482645621
2019,Guerrero,3608282,Extorsión,259,7.177931214910586
2019,Guerrero,3608282,Feminicidio,18,0.49885236242621833
2019,Guerrero,3608282,Homicidios,1579,43.760437792833265
2019,Guerrero,3608282,Lesiones,2346,65.01709123621713
2019,Guerrero,3608282,Narcomenudeo,642,17.79240092653512
2019,Guerrero,3608282,Robo a casa,307,8.508204181380503
2019,Guerrero,3608282,Robo a negocio,711,19.704668315835626
2019,Guerrero,3608282,Robo a vehículo,3251,90.09827945820199
2019,Guerrero,3608282,Secuestros,44,1.219416885930756
2019,Guerrero,3608282,Violación,242,6.7067928726191575
2019,Guerrero,3608282,Violencia familiar,3027,83.89033894800906
2020,Guerrero,3600651,Extorsión,241,6.693234084614144
2020,Guerrero,3600651,Feminicidio,13,0.36104582199163426
2020,Guerrero,3600651,Homicidios,1222,33.938307267213624
2020,Guerrero,3600651,Lesiones,2008,55.76769311993859
2020,Guerrero,3600651,Narcomenudeo,766,21.273930741968606
2020,Guerrero,3600651,Robo a casa,340,9.442736882858128
2020,Guerrero,3600651,Robo a negocio,572,15.886016167631908
2020,Guerrero,3600651,Robo a vehículo,2199,61.07228942766183
2020,Guerrero,3600651,Secuestros,22,0.6110006218319964
2020,Guerrero,3600651,Violación,189,5.249050796647606
2020,Guerrero,3600651,Violencia familiar,2996,83.2071755913028
2021,Guerrero,3599281,Extorsión,212,5.890065265812811
2021,Guerrero,3599281,Feminicidio,17,0.4723165543340462
2021,Guerrero,3599281,Homicidios,1166,32.39535896197046
2021,Guerrero,3599281,Lesiones,2208,61.34558540997494
2021,Guerrero,3599281,Narcomenudeo,1073,29.811509576495972
2021,Guerrero,3599281,Robo a casa,315,8.75174791854262
2021,Guerrero,3599281,Robo a negocio,1048,29.11692640835767
2021,Guerrero,3599281,Robo a vehículo,1962,54.51088703549404
2021,Guerrero,3599281,Secuestros,14,0.3889665741574498
2021,Guerrero,3599281,Violación,215,5.973415245989408
2021,Guerrero,3599281,Violencia familiar,3273,90.93482837266666
2022,Guerrero,3597393,Extorsión,260,7.227456105018273
2022,Guerrero,3597393,Feminicidio,12,0.3335748971546895
2022,Guerrero,3597393,Homicidios,1137,31.606221505406833
2022,Guerrero,3597393,Lesiones,2717,75.52691629744095
2022,Guerrero,3597393,Narcomenudeo,791,21.988145304113285
2022,Guerrero,3597393,Robo a casa,348,9.673672017485996
2022,Guerrero,3597393,Robo a negocio,940,26.130033610450678
2022,Guerrero,3597393,Robo a vehículo,1991,55.34563501958224
2022,Guerrero,3597393,Secuestros,16,0.444766529539586
2022,Guerrero,3597393,Violación,249,6.921679115959807
2022,Guerrero,3597393,Violencia familiar,3467,96.37534736960905
2023,Guerrero,3602510,Extorsión,137,3.802904086317595
2023,Guerrero,3602510,Feminicidio,10,0.2775842398771967
2023,Guerrero,3602510,Homicidios,1175,32.616148185570616
2023,Guerrero,3602510,Lesiones,2245,62.31766185243067
2023,Guerrero,3602510,Narcomenudeo,707,19.625205759317808
2023,Guerrero,3602510,Robo a casa,293,8.133218228401864
2023,Guerrero,3602510,Robo a negocio,476,13.213009818154564
2023,Guerrero,3602510,Robo a vehículo,1721,47.772247682865554
2023,Guerrero,3602510,Secuestros,11,0.30534266386491643
2023,Guerrero,3602510,Violación,185,5.135308437728139
2023,Guerrero,3602510,Violencia familiar,2969,82.41476081953971
2015,Hidalgo,2910733,Extorsión,42,1.44293550799747
2015,Hidalgo,2910733,Feminicidio,0,0.0
2015,Hidalgo,2910733,Homicidios,146,5.0159186706578724
2015,Hidalgo,2910733,Lesiones,3171,108.94163085380899
2015,Hidalgo,2910733,Narcomenudeo,111,3.813472413993314
2015,Hidalgo,2910733,Robo a casa,1990,68.36765859321346
2015,Hidalgo,2910733,Robo a negocio,639,21.953233085961507
2015,Hidalgo,2910733,Robo a vehículo,2976,102.24228742382074
2015,Hidalgo,2910733,Secuestros,19,0.6527565393321888
2015,Hidalgo,2910733,Violación,348,11.955751351979037
2015,Hidalgo,2910733,Violencia familiar,2294,78.81176322252848
2016,Hidalgo,2951404,Extorsión,80,2.710574357153409
2016,Hidalgo,2951404,Feminicidio,22,0.7454079482171875
2016,Hidalgo,2951404,Homicidios,135,4.574094227696378
2016,Hidalgo,2951404,Lesiones,3673,124.44924517280589
2016,Hidalgo,2951404,Narcomenudeo,187,6.335967559846093
2016,Hidalgo,2951404,Robo a casa,2040,69.11964610741192
2016,Hidalgo,2951404,Robo a negocio,1031,34.93252702781456
2016,Hidalgo,2951404,Robo a vehículo,3614,122.45019658440525
2016,Hidalgo,2951404,Secuestros,14,0.47435051250184657
2016,Hidalgo,2951404,Violación,445,15.077569861665838
2016,Hidalgo,2951404,Violencia familiar,3078,104.28934839147742
2017,Hidalgo,2991593,Extorsión,133,4.445791924235683
2017,Hidalgo,2991593,Feminicidio,22,0.7353941528810904
2017,Hidalgo,2991593,Homicidios,184,6.150569278641847
2017,Hidalgo,2991593,Lesiones,5107,170.7117244892604
2017,Hidalgo,2991593,Narcomenudeo,256,8.557313778979962
2017,Hidalgo,2991593,Robo a casa,2771,92.62623625606825
2017,Hidalgo,2991593,Robo a negocio,1586,53.01523302133679
2017,Hidalgo,2991593,Robo a vehículo,4808,160.7170494114674
2017,Hidalgo,2991593,Secuestros,21,0.70196714593195
2017,Hidalgo,2991593,Violación,560,18.719123891518667
2017,Hidalgo,2991593,Violencia familiar,4417,147.64708969435347
2018,Hidalgo,3032647,Extorsión,142,4.682378133689809
2018,Hidalgo,3032647,Feminicidio,20,0.6594898779844802
